Index,Name,Address,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,FacilitiesAndServices,MinPriceUSD,MaxPriceUSD,Country,AveragePrice
1604,Five Fields,"8-9 Blacklands Terrace, London, SW3 2SP, United Kingdom",London,95,130,GBP,Modern Cuisine,-0.1612878,51.4917208,4.42E+11,https://guide.michelin.com/en/greater-london/london/restaurant/five-fields,https://www.fivefieldsrestaurant.com/,1 Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",112.39,153.79,United Kingdom,133.09
1545,The Man Behind The Curtain,"68-78 Vicar Lane, Leeds, LS1 7JH, United Kingdom",Leeds,95,165,GBP,Creative,-1.5393791,53.7982253,4.41E+11,https://guide.michelin.com/en/west-yorkshire/leeds/restaurant/the-man-behind-the-curtain,https://themanbehindthecurtain.co.uk/,1 Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",112.39,195.2,United Kingdom,153.795
1471,Lympstone Manor,"Courtlands Lane, Lympstone, EX8 3NZ, United Kingdom",Lympstone,95,195,GBP,Modern Cuisine,-3.4181281,50.6402845,4.41E+11,https://guide.michelin.com/en/devon/lympstone/restaurant/lympstone-manor,https://lympstonemanor.co.uk/,1 Star,"American Express credit card,Booking essential,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",112.39,230.69,United Kingdom,171.54
270,Moor Hall,"Prescot Road, Aughton, L39 6RT, United Kingdom",Aughton,95,195,GBP,Creative British,-2.8919183,53.5423365,4.42E+11,https://guide.michelin.com/en/lancashire/aughton/restaurant/moor-hall,https://moorhall.com/,2 Stars,"Air conditioning,American Express credit card,Booking essential,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",112.39,230.69,United Kingdom,171.54
56,Alain Ducasse at The Dorchester,"Park Lane, London, W1K 1QA, United Kingdom",London,95,195,GBP,French,-0.152575,51.5073381,4.42E+11,https://guide.michelin.com/en/greater-london/london/restaurant/alain-ducasse-at-the-dorchester,https://www.alainducasse-dorchester.com/,3 Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",112.39,230.69,United Kingdom,171.54
447,Monte,"Montalbano 75, Rovinj, 52210, Croatia",Rovinj,844,1144,HRK,Creative,13.63182,45.08241,38552830203,https://guide.michelin.com/en/istria/rovinj/restaurant/monte,https://www.monte.hr/,1 Star,"Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card",112.41,152.37,Croatia,132.39
2222,Steinhalle,"Helvetiaplatz 5, Berne, 3000, Switzerland",Berne,109,149,CHF,Creative,7.4487709,46.9429867,41313515100,https://guide.michelin.com/en/bern-region/bern/restaurant/steinhalle,https://steinhalle.ch/en/,1 Star,"American Express credit card,Booking essential,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",113.13,154.64,Switzerland,133.885
444,Agli Amici Rovinj,"Šetalište Vijeća Europe 1-2, Rovinj, 52210, Croatia",Rovinj,850,1200,HRK,"Italian Contemporary, Modern Cuisine",13.6360524,45.0747789,38552642084,https://guide.michelin.com/en/istria/rovinj/restaurant/agli-amici-rovinj,https://www.maistra.com/grand-park-hotel-rovinj/sub/agli-amici-rovinj,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",113.21,159.82,Croatia,136.515
428,Operakällaren,"Operahuset, Karl XII's Torg, Stockholm, 111 86, Sweden",Stockholm,1200,1955,SEK,"Classic Cuisine, French",18.0713226,59.3298189,4686765801,https://guide.michelin.com/en/stockholm-region/stockholm/restaurant/operakallaren,https://www.operakallaren.se/,1 Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",113.61,185.08,Sweden,149.345
1398,Hofstube,"Alte Handelsstraße 5, Schmallenberg, 57392, Germany",Schmallenberg,114,144,EUR,Modern Cuisine,8.340913,51.159252,492975810,https://guide.michelin.com/en/nordrhein-westfalen/schmallenberg/restaurant/hofstube,https://www.deimann.de/,1 Star,"Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",114.08,144.1,Germany,129.09
2253,Segreto,"Abacus Platz 1, Wittenbach, 9301, Switzerland",Wittenbach,110,150,CHF,"Creative, Mediterranean Cuisine",9.3964148,47.450773,41712901111,https://guide.michelin.com/en/sankt-gallen-region/wittenbach/restaurant/segreto,https://www.segreto.ch/de,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",114.16,155.68,Switzerland,134.92
398,formel B,"Vesterbrogade 182-184, Frederiksberg, Copenhagen, 1800 C, Denmark",Copenhagen,850,1250,DKK,Modern Cuisine,12.5355099,55.6706842,4533251066,https://guide.michelin.com/en/capital-region/copenhagen/restaurant/formel-b,https://www.formelb.dk/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card",114.36,168.18,Denmark,141.27
451,Pelegrini,"Jurja Dalmatinca 1, Sibenik, 22000, Croatia",Sibenik,860,1095,HRK,Modern Cuisine,15.8890466,43.7360494,38522213701,https://guide.michelin.com/en/sibenik-knin/sibenik/restaurant/pelegrini,https://pelegrini.hr/,1 Star,"Air conditioning,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",114.54,145.84,Croatia,130.19
1576,Sollip,"Unit 1, 8 Melior Street, London, SE1 3QP, United Kingdom",London,97,97,GBP,Creative,-0.0846577,51.5025583,4.42E+11,https://guide.michelin.com/en/greater-london/london/restaurant/sollip,https://www.sollip.co.uk/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",114.75,114.75,United Kingdom,114.75
1798,Fierro,"Doctor Serrano 4, Valencia, 46006, Spain",Valencia,115,115,EUR,Modern Cuisine,-0.3726653,39.4625709,34963305244,https://guide.michelin.com/en/comunidad-valenciana/valencia/restaurant/fierro,https://fierrovlc.com/,1 Star,"Air conditioning,American Express credit card,Mastercard credit card,Visa credit card",115.08,115.08,Spain,115.08
676,La Chaumière,"346 avenue du Maréchal-Juin, Dole, 39100, France",Dole,115,130,EUR,Creative,5.4951285,47.065097,33384707240,https://guide.michelin.com/en/bourgogne-franche-comte/dole/restaurant/la-chaumiere11044,https://www.lachaumiere-dole.fr/fr/,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card",115.08,130.09,France,122.585
941,Les Loges,"Cour des Loges, 6 rue du Bœuf, Lyon, 69005, France",Lyon,115,135,EUR,Modern Cuisine,4.8274228,45.7633598,33472774444,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/les-loges,https://www.courdesloges.com/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",115.08,135.09,France,125.085
1293,Délice,"Hauptstätter Straße 61, Stuttgart, 70178, Germany",Stuttgart,115,135,EUR,"Creative, Mediterranean Cuisine",9.1762495,48.7702819,4.97E+11,https://guide.michelin.com/en/baden-wurttemberg/stuttgart/restaurant/delice,https://www.restaurant-delice.de/de/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",115.08,135.09,Germany,125.085
1622,SHIKI,"Krugerstraße 3, Vienna, 1010, Austria",Vienna,115,145,EUR,Japanese,16.3710135,48.2041253,4315127397,https://guide.michelin.com/en/vienna/wien/restaurant/shiki,https://www.shiki.at/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",115.08,145.1,Austria,130.09
1636,Midori,"Estrada da Lagoa Azul, Sintra, 2714-511, Portugal",Sintra,115,145,EUR,Japanese,-9.3962995,38.7616883,3.51E+11,https://guide.michelin.com/en/lisboa-region/sintra/restaurant/midori,https://www.penhalonga.com/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",115.08,145.1,Portugal,130.09
1637,Lab by Sergi Arola,"Estrada da Lagoa Azul, Sintra, 2714-511, Portugal",Sintra,115,145,EUR,Creative,-9.397945,38.762978,3.51E+11,https://guide.michelin.com/en/lisboa-region/sintra/restaurant/lab-by-sergi-arola,https://www.labbysergiarola.com/en/index.php,1 Star,"Air conditioning,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",115.08,145.1,Portugal,130.09
1908,Linfa,"piazza Sant'Agostino, San Gimignano, 53037, Italy",San Gimignano,115,145,EUR,Creative,11.0420787,43.4704034,3.91E+11,https://guide.michelin.com/en/toscana/san-gimignano/restaurant/linfa,https://www.linfa.restaurant/,1 Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",115.08,145.1,Italy,130.09
1222,Schwarzer Hahn,"Am Marktplatz 1, Deidesheim, 67146, Germany",Deidesheim,115,164,EUR,"Modern French, Seasonal Cuisine",8.1874237,49.4082094,49632696870,https://guide.michelin.com/en/rheinland-pfalz/deidesheim/restaurant/schwarzer-hahn,https://www.deidesheimerhof.de/de/home,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",115.08,164.11,Germany,139.595
2123,Marco Martini Restaurant,"viale Aventino 121, Rome, 00186, Italy",Rome,115,170,EUR,"Creative, Contemporary",12.484601,41.880543,3.91E+11,https://guide.michelin.com/en/lazio/roma/restaurant/marco-martini-restaurant,https://www.marcomartinichef.com/,1 Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card",115.08,170.12,Italy,142.6
1915,Johannesstube,"via San Valentino 3, Nova Levante, 39056, Italy",Nova Levante,115,175,EUR,"Modern Cuisine, Regional Cuisine",11.5334034,46.4296498,3.9E+11,https://guide.michelin.com/en/trentino-alto-adige/nova-levante/restaurant/johannes-stube,https://www.johannesstube.com/,1 Star,"Air conditioning,American Express credit card,Booking essential,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",115.08,175.12,Italy,145.1
47,schanz. restaurant.,"Bahnhofstraße 8a, Piesport, 54498, Germany",Piesport,115,178,EUR,"Modern French, Creative",6.9266002,49.8776003,49650792520,https://guide.michelin.com/en/rheinland-pfalz/piesport/restaurant/schanz-restaurant,https://www.schanz-restaurant.de/de/,3 Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",115.08,178.12,Germany,146.6
965,Les Cèdres,"25 rue Henri-Machon, Granges-les-Beaumont, 26600, France",Granges-les-Beaumont,115,180,EUR,Classic Cuisine,4.9838433,45.0502101,33475715067,https://guide.michelin.com/en/auvergne-rhone-alpes/granges-les-beaumont/restaurant/les-cedres,https://www.restaurantlescedres.fr/fr/,1 Star,"Air conditioning,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",115.08,180.13,France,147.605
1194,Werneckhof Sigi Schelling,"Werneckstraße 11, Munich, 80802, Germany",Munich,115,190,EUR,French Contemporary,11.5884325,48.1592227,4.99E+12,https://guide.michelin.com/en/bayern/mnchen/restaurant/werneckhof-sigi-schelling,https://werneckhof-schelling.de,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",115.08,190.13,Germany,152.605
945,L'Ekrin by Laurent Azoulay,"Le Kaïla, 124 rue des Jeux-Olympiques, Méribel, 73550, France",Méribel,115,215,EUR,Modern Cuisine,6.5673882,45.3937456,33479416935,https://guide.michelin.com/en/auvergne-rhone-alpes/mribel/restaurant/l-ekrin-by-laurent-azoulay,https://www.lekaila.com/en/luxury-hotel-meribel,1 Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",115.08,215.15,France,165.115
214,Le Parc Les Crayères,"64 boulevard Henry-Vasnier, Reims, 51100, France",Reims,115,295,EUR,Modern Cuisine,4.0517461,49.2410909,33326249000,https://guide.michelin.com/en/grand-est/reims/restaurant/le-parc-les-crayeres,https://lescrayeres.com/,2 Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card",115.08,295.21,France,205.145
273,La Dame de Pic London,"10 Trinity Square, London, EC3N 4AJ, United Kingdom",London,98,195,GBP,"Modern French, French Contemporary",-0.0779535,51.5101629,4.42E+11,https://guide.michelin.com/en/greater-london/london/restaurant/la-dame-de-pic,https://www.ladamedepiclondon.co.uk/,2 Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access",115.93,230.69,United Kingdom,173.31
809,ONA,"3 bis rue Sophie-et-Paul-Wallerstein, Arès, 33740, France",Arès,116,116,EUR,Vegan,-1.140237,44.766324,33556820406,https://guide.michelin.com/en/nouvelle-aquitaine/ars/restaurant/ona,https://clairevallee.com/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access",116.08,116.08,France,116.08
377,The Restaurant,"Kurhausstrasse 65, Zurich, 8000, Switzerland",Zurich,112,298,CHF,"Creative, Modern Cuisine",8.5731534,47.3726725,41444566000,https://guide.michelin.com/en/zurich-region/zurich/restaurant/the-restaurant196194,https://www.thedoldergrand.com/,2 Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access",116.24,309.28,Switzerland,212.76
1424,Kesselhaus,"Neulandstraße 12, Osnabrück, 49084, Germany",Osnabrück,118,148,EUR,"Creative, Modern Cuisine",8.0642438,52.2653824,4.95E+12,https://guide.michelin.com/en/niedersachsen/osnabruck/restaurant/kesselhaus1179716,https://www.kesselhaus-os.de/,1 Star,"Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",118.08,148.1,Germany,133.09
231,CODA Dessert Dining,"Friedelstraße 47, Berlin, 12047, Germany",Berlin,118,238,EUR,"Creative, Innovative",13.4274219,52.49014,4.93E+11,https://guide.michelin.com/en/berlin-region/berlin/restaurant/coda-dessert-dining,https://www.coda-berlin.com/,2 Stars,"Credit card / Debit card accepted,Mastercard credit card,Visa credit card",118.08,238.17,Germany,178.125
1575,Locanda Locatelli,"8 Seymour Street, London, W1H 7JZ, United Kingdom",London,100,100,GBP,Italian,-0.1573303,51.5150463,4.42E+11,https://guide.michelin.com/en/greater-london/london/restaurant/locanda-locatelli,https://www.locandalocatelli.com/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",118.3,118.3,United Kingdom,118.3
1566,Club Gascon,"57 West Smithfield, London, EC1A 9DS, United Kingdom",London,100,150,GBP,French,-0.100421,51.5185583,4.42E+11,https://guide.michelin.com/en/greater-london/london/restaurant/club-gascon,https://www.clubgascon.com/,1 Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card",118.3,177.45,United Kingdom,147.875
409,Kaskis,"Kaskenkatu 6A, Turku, 20700, Finland",Turku,119,119,EUR,Modern Cuisine,22.2724407,60.4467293,3.58E+11,https://guide.michelin.com/en/southwest-finland/turku/restaurant/kaskis,https://www.kaskis.fi/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",119.08,119.08,Finland,119.08
600,EED,"Vaartstraat 14, Leuven, 3000, Belgium",Leuven,119,119,EUR,Modern Cuisine,4.7024848,50.880639,3216190614,https://guide.michelin.com/en/vlaams-brabant/leuven/restaurant/eed,https://www.eedleuven.be/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card",119.08,119.08,Belgium,119.08
1274,Restaurant 1797,"Gut Panker, Panker, 24321, Germany",Panker,119,119,EUR,"Creative French, Market Cuisine",10.5726092,54.3302678,49438190690,https://guide.michelin.com/en/schleswig-holstein/panker/restaurant/restaurant-1797,http://www.ole-liese.de/,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Terrace,Visa credit card",119.08,119.08,Germany,119.08
1311,Maerz - Das Restaurant,"Kronenbergstraße 14, Bietigheim-Bissingen, 74321, Germany",Bietigheim-Bissingen,119,135,EUR,"Creative French, Modern Cuisine",9.1290315,48.9609392,49714242004,https://guide.michelin.com/en/baden-wurttemberg/bietigheim-bissingen/restaurant/maerz-das-restaurant,https://maerzundmaerz.de/,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",119.08,135.09,Germany,127.085
546,180° by Matthias Diether,"Staapli 4, Port Noblessner, Tallinn, 10415, Estonia",Tallinn,119,139,EUR,"Creative, Contemporary",24.7284995,59.4520878,3726610180,https://guide.michelin.com/en/harju/tallinn/restaurant/180%C2%B0-by-matthias-diether,http://www.180degrees.ee,1 Star,"Air conditioning,Counter dining,Credit card / Debit card accepted,Great view,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",119.08,139.1,Estonia,129.09
321,Cinc Sentits,"Entença 60, Barcelona, 08015, Spain",Barcelona,119,139,EUR,Creative,2.1521767,41.3784999,34933239490,https://guide.michelin.com/en/catalunya/barcelona/restaurant/cinc-sentits,https://cincsentits.com/,2 Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",119.08,139.1,Spain,129.09
1403,Gregor's Fine Dining,"Hillstett 40, Rötz, 92444, Germany",Rötz,119,148,EUR,"Classic Cuisine, Creative",12.4866918,49.3436599,499976180,https://guide.michelin.com/en/bayern/rtz/restaurant/gregor-s,https://www.wutzschleife.de/,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",119.08,148.1,Germany,133.59
1233,Agata's,"Kirchfeldstraße 59, Düsseldorf, 40217, Germany",Düsseldorf,119,149,EUR,"Modern Cuisine, International",6.7759356,51.2123205,4.92E+12,https://guide.michelin.com/en/nordrhein-westfalen/dusseldorf/restaurant/agata-s,http://www.agatas.de/,1 Star,"American Express credit card,Cash only,Mastercard credit card,Visa credit card",119.08,149.1,Germany,134.09
1343,Bandol sur mer,"Torstraße 167, Berlin, 10115, Germany",Berlin,119,159,EUR,Modern French,13.3952611,52.5290521,4.93E+11,https://guide.michelin.com/en/berlin-region/berlin/restaurant/bandol-sur-mer,https://www.bandolsurmer.de/,1 Star,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card",119.08,159.11,Germany,139.095
407,Olo,"Pohjoisesplanadi 5, Helsinki, 00170, Finland",Helsinki,119,169,EUR,Modern Cuisine,24.9548241,60.1680792,3.58E+11,https://guide.michelin.com/en/uusimaa/helsinki/restaurant/olo,https://www.olo-ravintola.fi/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card,Wheelchair access",119.08,169.12,Finland,144.1
247,ammolite - The Lighthouse Restaurant,"Peter-Thumb-Straße 6, Rust, 77977, Germany",Rust,119,169,EUR,"Modern Cuisine, Classic French",7.7251226,48.259724,4.98E+11,https://guide.michelin.com/en/baden-wurttemberg/rust/restaurant/ammolite-the-lighthouse-restaurant,https://www.ammolite-restaurant.de/,2 Stars,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access",119.08,169.12,Germany,144.1
1283,Bembergs Häuschen,"Burg Flamersheim, Euskirchen, 53881, Germany",Euskirchen,119,187,EUR,Modern Cuisine,6.850819,50.6225623,4.92E+11,https://guide.michelin.com/en/nordrhein-westfalen/euskirchen/restaurant/bembergs-hauschen,https://burgflamersheim.de/,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",119.08,187.13,Germany,153.105
110,Restaurant 212,"Amstel 212, Amsterdam, 1017 AH, Netherlands",Amsterdam,119,188,EUR,Creative,4.9003151,52.365884,31203348685,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/restaurant-212,https://212.amsterdam/,2 Stars,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",119.08,188.13,Netherlands,153.605
2173,La Miranda Gourmet Stübli,"Dorfstrasse 30, Samnaun, 7563, Switzerland",Samnaun,115,155,CHF,Modern Cuisine,10.36009,46.94362,41818619000,https://guide.michelin.com/en/graubunden/samnaun/restaurant/la-miranda-gourmet-stubli,https://www.hotelchasamontana.ch/de/,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",119.35,160.87,Switzerland,140.11
2228,Schlüssel,"Hauptstrasse 41, Oberwil, 4104, Switzerland",Oberwil,115,165,CHF,"Mediterranean Cuisine, Classic Cuisine",7.5560208,47.5140269,41614011500,https://guide.michelin.com/en/basel-landschaft/oberwil/restaurant/schlussel,https://www.schluessel-oberwil.ch/home,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",119.35,171.25,Switzerland,145.3
2174,PRISMA,"Seestrasse 18, Vitznau, 6354, Switzerland",Vitznau,115,175,CHF,Modern Cuisine,8.4783699,47.0149878,41413996060,https://guide.michelin.com/en/luzern-region/vitznau/restaurant/prisma,http://www.parkhotel-vitznau.ch,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",119.35,181.62,Switzerland,150.485
2240,Guarda Val,"Voa Sporz 85, Lenzerheide, 7078, Switzerland",Lenzerheide,115,185,CHF,"Regional Cuisine, Modern Cuisine",9.5403887,46.7115885,41813858585,https://guide.michelin.com/en/graubunden/lenzerheide/restaurant/guarda-val179530,https://www.guardaval.ch/en/,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Maestro,Mastercard credit card,Terrace,Visa credit card",119.35,192,Switzerland,155.675
372,Taverne zum Schäfli,"Oberdorfstrasse 8, Wigoltingen, 8556, Switzerland",Wigoltingen,115,280,CHF,"Classic French, Market Cuisine",9.0325819,47.5957416,41527631172,https://guide.michelin.com/en/thurgau/wigoltingen/restaurant/taverne-zum-schafli,https://schaefli-wigoltingen.ch/,2 Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",119.35,290.6,Switzerland,204.975
376,Domaine de Châteauvieux,"Chemin de Châteauvieux 16, Satigny, 1242, Switzerland",Satigny,115,320,CHF,"Modern French, French",6.0388597,46.201566,41227531511,https://guide.michelin.com/en/geneve-region/satigny/restaurant/domaine-de-chateauvieux,https://www.chateauvieux.ch/,2 Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",119.35,332.11,Switzerland,225.73
656,Le Pristine,"Lange Gasthuisstraat 13, Antwerpen, 2000, Belgium",Antwerpen,120,120,EUR,Italian Contemporary,4.4051934,51.2154966,3233763376,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/le-pristine,https://www.lepristine.com/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",120.08,120.08,Belgium,120.08
661,Nebo,"Panamarenkoplein 5, Antwerpen, 2000, Belgium",Antwerpen,120,120,EUR,Contemporary,4.3829209,51.2051513,3232724500,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/nebo-1197020,https://www.restaurantnebo.be,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",120.08,120.08,Belgium,120.08
858,Auberge La Fenière,"1680 route de Lourmarin, Cadenet, 84160, France",Cadenet,120,120,EUR,"Creative, Market Cuisine",5.3642746,43.7487002,33490681179,https://guide.michelin.com/en/provence-alpes-cote-dazur/cadenet/restaurant/auberge-la-feniere,https://www.aubergelafeniere.com/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card",120.08,120.08,France,120.08
1826,Atempo,"Córcega 200, Barcelona, 08036, Spain",Barcelona,120,120,EUR,Modern Cuisine,2.1522177,41.3910001,34937341919,https://guide.michelin.com/en/catalunya/barcelona/restaurant/atempo-1196425,https://atemporestaurant.com/en/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",120.08,120.08,Spain,120.08
1224,Zur Krone,"Hauptstraße 25, Neupotz, 76777, Germany",Neupotz,120,132,EUR,"Market Cuisine, Classic Cuisine",8.3194838,49.1175119,4.97E+12,https://guide.michelin.com/en/rheinland-pfalz/neupotz/restaurant/zur-krone523604,https://www.zurkroneneupotz.de/,1 Star,"Car park,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",120.08,132.09,Germany,126.085
1459,Ichigo Ichie,"5 Fenns Quay, Sheares Street, Cork, T12 RY7Y, Ireland",Cork,120,135,EUR,Japanese,-8.4798857,51.8980515,3.53E+11,https://guide.michelin.com/en/cork/cork/restaurant/ichigo-ichie,https://ichigoichie.ie/,1 Star,"Air conditioning,American Express credit card,Booking essential,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",120.08,135.09,Ireland,127.585
1252,Zeitwerk,"Große Bergstraße 2a, Wernigerode, 38855, Germany",Wernigerode,120,140,EUR,"Creative, Modern Cuisine",10.7896325,51.8345337,4.94E+12,https://guide.michelin.com/en/sachsen-anhalt/wernigerode/restaurant/zeitwerk,https://robin-pietsch.de/zeitwerk/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",120.08,140.1,Germany,130.09
